"X1_Original_1","X2_Original_1","X3_Original_1","X4_Original_1","X5_Original_1","X6_Original_1","X7_Original_1","X8_Original_1","X9_Original_1","X10_Original_1","X11_Original_1","X12_Original_1","X13_Original_1","X14_Original_1","X15_Original_1","X16_Original_1","X17_Original_1","X18_Original_1","X19_Original_1","X20_Original_1","X21_Original_1","X22_Original_1","X23_Original_1","X24_Original_1","X25_Original_1","X26_Original_1","X27_Original_1","X28_Original_1","X29_Original_1","X30_Original_1","X31_Original_1","X32_Original_1","X33_Original_1","X34_Original_1","X35_Original_1","X36_Original_1","X37_Original_1","X38_Original_1","X39_Original_1","X40_Original_1","X41_Original_1","X42_Original_1","X43_Original_1","X44_Original_1","X45_Original_1","X46_Original_1","X47_Original_1","X48_Original_1","X49_Original_1","X50_Original_1","X51_Original_1","X52_Original_1","X53_Original_1","X54_Original_1","X55_Original_1","X56_Original_1","X57_Original_1","X58_Original_1","X59_Original_1","X60_Original_1","X61_Original_1","X62_Original_1","X63_Original_1","X64_Original_1","X65_Original_1","X66_Original_1","X67_Original_1","X68_Original_1","X69_Original_1","X70_Original_1","X71_Original_1","X72_Original_1","X73_Original_1","X74_Original_1","X75_Original_1","X76_Original_1","X77_Original_1","X78_Original_1","X79_Original_1","X80_Original_1","X81_Original_1","X82_Original_1","X83_Original_1","X84_Original_1","X85_Original_1","X86_Original_1","X87_Original_1","X88_Original_1","X89_Original_1","X90_Original_1","X91_Original_1","X92_Original_1","X93_Original_1","X94_Original_1","X95_Original_1","X96_Original_1","X97_Original_1","X98_Original_1","X99_Original_1","X100_Original_1","Gender","Gender_5_TEXT","Age","Ethnicicity","Ethnicicity_9_TEXT","Tech.Difficulties","id","Condition","Score","LoopNumber","Percentage"
"4","2","5","4","4","4","3","2","4","5","4","4","5","4","5","2","4","4","2","3","4","4","5","4","3","2","5","2","4","5","4","5","4","3","4","2","2","2","2","2","2","3","4","5","5","5","2","4","5","4","4","4","2","4","4","4","4","5","3","2","2","3","2","5","2","5","3","2","3","4","5","2","5","4","4","5","5","4","4","3","2","4","4","4","4","2","2","4","2","3","2","4","4","4","2","2","4","2","3","5","1","","20","1","","2","","Original","54","100",""
