"FAST_1","SLOW_2","REG_3","FAST_4","SLOW_5","REG_6","FAST_7","SLOW_8","REG_9","FAST_10","SLOW_11","REG_12","FAST_13","SLOW_14","REG_15","FAST_16","SLOW_17","REG_18","FAST_19","SLOW_20","REG_21","FAST_22","SLOW_23","REG_24","FAST_25","SLOW_26","REG_27","FAST_28","SLOW_29","REG_30","FAST_31","SLOW_32","REG_33","FAST_34","SLOW_35","REG_36","FAST_37","SLOW_38","REG_39","FAST_40","SLOW_41","REG_42","FAST_43","SLOW_44","REG_45","FAST_46","SLOW_47","REG_48","FAST_49","SLOW_50","REG_51","FAST_52","SLOW_53","REG_54","FAST_55","SLOW_56","REG_57","FAST_58","SLOW_59","REG_60","FAST_61","SLOW_62","REG_63","FAST_64","SLOW_65","REG_66","FAST_67","SLOW_68","REG_69","FAST_70","SLOW_71","REG_72","FAST_73","SLOW_74","REG_75","FAST_76","SLOW_77","REG_78","FAST_79","SLOW_80","REG_81","FAST_82","SLOW_83","REG_84","FAST_85","SLOW_86","REG_87","FAST_88","SLOW_89","REG_90","FAST_91","SLOW_92","REG_93","FAST_94","SLOW_95","REG_96","FAST_97","SLOW_98","REG_99","FAST_100","Gender","Gender_5_TEXT","Age","Ethnicicity","Ethnicicity_9_TEXT","Tech.Difficulties","id","Condition","Score","LoopNumber","Percentage"
"6","1","3","6","6","6","2","1","6","6","3","6","6","6","6","1","6","1","6","3","6","6","6","6","1","1","6","2","2","6","6","6","3","1","5","6","5","6","2","2","3","6","4","6","6","6","3","6","6","5","6","6","5","6","5","2","6","6","1","6","6","1","5","2","6","6","6","1","6","6","1","6","6","6","6","6","6","4","6","6","2","5","6","6","5","6","6","6","6","1","1","6","6","6","6","6","6","6","6","6","2","","22","1","","2","","SpeedChange","41","101",""
